GP_Name,GP_Address,GP_LocationText,GP_LocationLink,latitude,longitude,latitude,longitude
Sandyford Healthcare,"21 Time Place Corrig Road, Sandyford Business Park, Sandyford, Dublin, D18  R89t",Location And Directions - Google Maps,Https://Maps.app.goo.gl/4g2e7bn2juejq2ub6,NA,NA,53.276657,-6.214945699999999
Sandyford Medical Practice,"76 Sandyford Village, Sandyford, Dublin, D18  X2x8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D04 E034,NA,NA,53.2696736,-6.224062
Sandymount Road Medical Centre,"29 Sandymount Road, Dublin, D04  E034",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D09 E289,NA,NA,53.3351953,-6.219833299999999
Santry Gp.ie Clinic,"Unit 1 Northwood House, Northwood Business Park, Santry, Dublin, D09  E289",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Wegqfrz1fdkentsz7,NA,NA,53.403985,-6.2410782
Scally Mcdaid Medical Practice,"Pearse Road, Letterkenny, Donegal, F92  Dpx8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Kpn1,NA,NA,54.9491262,-7.7340991
Scariff Medical Centre,"Market Square, Ballyminoge, Scarriff, Clare, V94  Kpn1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D16 E2y5,NA,NA,52.9109144,-8.5314285
Scholarstown Family Practice,"10a Templeroan Lodge, Scholarstown Road, Ballyroan, Dublin, D16  E2y5",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K36 Fk13,NA,NA,53.2797072,-6.307504700000001
Seabury Medical Centre,"1 Seabury Parade, Malahide, Dublin, K36  Fk13",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Vpx2,NA,NA,53.4553417,-6.1793683
Seacrest Knocknacarra Medical Centre,"Shangort Road, Knocknacarra, Galway, H91  Vpx2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K34 R942,NA,NA,53.2624223,-9.1102653
Seaholm Surgery,"10 Holmpatrick, Skerries, Dublin, K34  R942",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 F6c9,NA,NA,53.5761462,-6.104672
Seapoint Medical Centre,"Barna Village Centre, Seapoint, Barna, Galway, H91  F6c9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A91 K8yw,NA,NA,53.2495613,-9.154020599999999
Seatown Family Practice,"10 Seatown Place, Dundalk, Dundalk, Louth, A91  K8yw",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D12 Yr27,NA,NA,54.005029,-6.392618499999999
Shackleton And Behan Family Doctors,"115 Cromwell's Fort Road, Walkinstown, Dublin, D12  Yr27",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D09 E1w1,NA,NA,53.31696360000001,-6.322845099999999
Shanard Family Practice,"33 Shanard Road, Whitehall, Dublin, D09  E1w1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X35 V126,NA,NA,53.3908455,-6.256706899999999
Shandon Clinic,"Dungarvan Shopping Centre, Shandon, Dungarvan, Waterford, X35  V126",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T23 P99x,NA,NA,52.090388,-7.6237463
Shandon Medical Centre,"51 Shandon Street, Cork City, Cork, T23  P99x",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D18 C596,NA,NA,51.9020716,-8.4787149
Shankill Family Practice,"1 Athgoe Drive, Shankill, Dublin, D18  C596",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Hu2dw5n2u3byyzwx9,NA,NA,53.234724,-6.1209383
Shankill Surgery,"Lower Road, Shankill, Dublin, D18  Dw08",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V14 D377,NA,NA,53.2314001,-6.1256735
Shannon Medical Centre,"Unit 1, Caisleain Daire, Shannon, Clare, V14  D377",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A96 Dd74,NA,NA,52.7085434,-8.8814493
Sheehan Medical Practice,"Unit 301, Third Floor Dun Laoghaire Shopping Centre, Marine Road, Dun Laoghaire, Dublin, A96  Dd74",Location And Directions - Google Maps,Https://Maps.app.goo.gl/8ajdrdsxxnmquamm8,NA,NA,53.29250870000001,-6.1353278
Sheeran Purcell General Practice,"Glebe, Knockrobin, Wicklow, A67  K5c7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F91 Nv2f,NA,NA,52.9898599,-6.065732
Shore Family Practice,"46 Wine Street, Sligo Town, Sligo, F91  Nv2f",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 X3fv,NA,NA,54.2721923,-8.4781566
Silverdale Surgery,"Blackrock Hall Primary Care Centre, Blackrock Avenue, Blackrock, Cork, T12  X3fv",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D07 Fr52,NA,NA,51.8915229,-8.4110554
Sirona Medical,"185 Cabra Road, Cabra East, Dublin, D07  Fr52",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K34 Fy51,NA,NA,53.3616076,-6.2910243
Skerries Surgery,"7 Strand Street, Skerries, Dublin, K34  Fy51",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P81 Ee08,NA,NA,53.5811499,-6.1069486
Skibbereen Medical Centre,"Market Street, Skibbereen, Cork, P81  Ee08",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F91 P278,NA,NA,51.546968,-9.2642509
Skreen Family Practice,"Skreen Health Centre, Gerrib Big, Skreen, Sligo, F91  P278",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 Nte2,NA,NA,54.2430113,-8.7024224
Slade Castle Family Practice,"Unit 6, Slade Castle Court, Saggart, Dublin, D24  Nte2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y21 W2c4,NA,NA,53.2798615,-6.4452549
Slaney Medical Centre,"Templeshannon, Enniscorthy, Wexford, Y21  W2c4",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A94 Ch66,NA,NA,52.5036646,-6.5652234
Slievemore Clinic,"Old Dublin Road, Stillorgan, Dublin, A94  Ch66",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F91 Tep8,NA,NA,53.2906622,-6.1999478
Sligo Clinic,"Saint Geralds, Pearse Road, Sligo Town, Sligo, F91  Tep8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V93 X62x,NA,NA,54.25583839999999,-8.4697107
Sneem Health Centre,"Inchinaleega East, Sneem, Kerry, V93  X62x",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D14 Vp03,NA,NA,51.83794049999999,-9.8995199
Solas Medical Centre,"Unit 12 Rathfarnham Shopping Centre, Butterfield Avenue, Rathfarnham, Dublin, D14  Vp03",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Dv4tluzvcefqd8mb9,NA,NA,53.2967555,-6.297553
Sonas Medical Centre,"Station Road, Ennis, Clare, V95  Ty4e",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A91 T9tp,NA,NA,52.8410208,-8.9804462
South Beach Medical Centre,"Main Street, Blackrock, Louth, A91  T9tp",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D08 K2v6,NA,NA,53.9630287,-6.3659972
South Circular Road Surgery,"106a South Circular Road, Dublin, D08  K2v6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 T2yd,NA,NA,53.332309,-6.2747789
South Douglas Road Medical Centre,"South Douglas Road, Ballinlough, Cork, T12  T2yd",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A92 Xe86,NA,NA,51.8793253,-8.445387
Southside Medical,"Unit 5, Dublin Road, Drogheda, Louth, A92  Xe86",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 C6tc,NA,NA,53.70794710000001,-6.3298285
South Terrace Family Practice,"Suite 6 Block B, South Terrace, Ballintemple, Cork, T12  C6tc",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y35 H10e,NA,NA,51.8944235,-8.4673699
Spawell Road Surgery,"7 Glena Terrace, Spawell Road, Wexford Town, Wexford, Y35  H10e",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Fpp6,NA,NA,52.3436196,-6.4739882
Spiddal Medical Centre,"River Road, Spiddal, Galway, H91  Fpp6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 R159,NA,NA,53.24657819999999,-9.3048112
Springfield Medical Centre,"109 Alderwood Avenue, Tallaght, Dublin, D24  R159",Location And Directions - Google Maps,Https://Maps.app.goo.gl/1vbigh6am3bhohxb9,NA,NA,53.2871647,-6.382969900000001
Springside Medical,"Dungarvan Community Hospital Campus, Dungarvan, Waterford, X35  X236",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Y7yh,NA,NA,52.0879055,-7.636173899999999
Stanford Clinic,"Unit 6/7 Steamboat Quay, Dock Road, Limerick, Limerick, V94  Y7yh",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N39 P9d6,NA,NA,52.66021600000001,-8.637065999999999
Station Medical Centre,"Earl Street, Longford, Longford, N39  P9d6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D14 T2p8,NA,NA,53.7245347,-7.7972582
St Endas Family Practice,"5 Saint Enda's Drive, Rathfarnham, Dublin, D14  T2p8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D18 Tw61,NA,NA,53.2891353,-6.2835659
Stepaside Medical Centre,"The Village, Enniskerry Road, Stepaside Village, Dublin, D18  Tw61",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A94 Tr90,NA,NA,53.25247049999999,-6.2134816
Stillorgan Medical Centre,"22 Stillorgan Plaza, Lower Kilmacud Road, Stillorgan, Dublin, A94  Tr90",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D6w Af86,NA,NA,53.28839310000001,-6.1994725
St Judes Family Practice,"69a Orwell Park Rise, Templeogue, Dublin, D6w  Af86",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D07 R152,NA,NA,53.2995702,-6.323664099999999
Stoneybatter Family Practice,"66 Manor Street, Stoneybatter, Dublin, D07  R152",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 0x34,NA,NA,53.3526847,-6.2846072
St. Patricks Walk In Medical Centre,"3 Courtfields, Gouldavoher, Raheen, Limerick, V94  0x34",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 F5ne,NA,NA,52.6294165,-8.6655167
St Philomena's,"Saint Philomena's, 1 Marian Park, Waterford City, Waterford, X91  F5ne",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R32 Vwh7,NA,NA,52.2586028,-7.130794499999999
Stradbally Medical Practice,"Court Square, Stradbally, Laois, R32  Vwh7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F91 Rwk7,NA,NA,53.0122373,-7.14576
Strandhill Surgery,"Shore Road, Strandhill, Sligo, F91  Rwk7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A92 He2p,NA,NA,54.2704639,-8.6054341
Strand Medical Centre,"Block G1 Croi Nua, Bettystown, Meath, A92  He2p",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F93 D9hh,NA,NA,53.6967411,-6.248567299999999
Stranorlar Primary Care Centre,"Pound Street, Stranorlar, Donegal, F93  D9hh",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D02 E425,NA,NA,54.8042542,-7.7605906
Suffolk Street Surgery,"107 Grafton Street, Dublin, D02  E425",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E91 H0x2,NA,NA,53.3434137,-6.259546599999999
Suirside Medical Centre,"The Gables, Old Waterford Road, Clonmel, Tipperary, E91  H0x2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P12 F579,NA,NA,52.3523791,-7.6935275
Sullane Family Practice,"Unit 7, Fair Green Plaza, Macroom, Cork, P12  F579",Location And Directions - Google Maps,Https://Maps.app.goo.gl/T6hv3w5rphzvbuv56,NA,NA,51.9054084,-8.9541431
Summerhill Family Practice,"46-65 Summerhill, Summerhill, Dublin, D01  T6c2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A83 V252,NA,NA,53.3559031,-6.2519325
Summerhill Medical Centre,"Summerhill Primary Care Centre, New Road, Summerhill, Meath, A83  V252",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D12 Ar22,NA,NA,53.35590209999999,-6.2519218
Sundrive Medical Centre,"36 Sundrive Road, Kimmage, Dublin, D12  Ar22",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V93 Dk44,NA,NA,53.3205459,-6.2927148
Sunhill Medical Practice,"School Road, Killorglin, Kerry, V93  Dk44",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y35 T3yv,NA,NA,52.10745559999999,-9.7882123
Sunnyside Medical Centre,"Saint Joseph's, Waterloo Road, Wexford Town, Wexford, Y35  T3yv",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D13 H582,NA,NA,52.3372456,-6.465698799999999
Sutton Clinic,"31 Howth Road, Sutton, Dublin, D13  H582",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D13 A6c8,NA,NA,53.3901921,-6.104979999999999
Sutton Cross Medical Centre,"Sutton Centre, Sutton Cross, Dublin, D13  A6c8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D13 H9h6,NA,NA,53.3899848,-6.108971500000001
Sutton Surgery,"Saint Margaret's, Greenfield Road, Sutton, Dublin, D13  H9h6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F26 N9v9,NA,NA,53.387197,-6.1047795
Swanick Family Practice,"Church Road, Belmullet, Mayo, F26  N9v9",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Fn6g4nesscxgmkie9,NA,NA,54.2226957,-9.9860584
Swanlinbar Health Centre,"Creamery Road, Gortacashel, Swanlinbar, Cavan, H14  Hc58",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H18 Pw58,NA,NA,54.189187,-7.7008612
Swan Park Surgery,"The Diamond, Rúscaigh, Monaghan, H18  Pw58",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 K5kc,NA,NA,54.2489829,-6.9693833
Swiftbrook Medical Centre,"Tlc Centre, Fortunestown Lane, Citywest, Dublin, D24  K5kc",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F12 Ft72,NA,NA,53.2841943,-6.4238351
Swinford Medical Centre,"Davitt Place, Swinford, Mayo, F12  Ft72",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K67 F6e4,NA,NA,53.9411742,-8.948778
Swords Family Practice,"28 Brackenstown Village, Swords, Dublin, K67  F6e4",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K67 Y7c1,NA,NA,53.45807079999999,-6.2362275
Swords Family Practice,"Castle Shopping Centre, Bridge Street, Swords, Dublin, K67  Y7c1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D09 E735,NA,NA,53.459017,-6.2215415
Swords Road Medical Practice,"250 Swords Road, Santry, Dublin, D09  E735",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y35 H9wc,NA,NA,53.3890739,-6.245612599999999
Taghmon Health Centre,"Taghmon, Wexford, Y35  H9wc",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y35 Dk46,NA,NA,52.3223914,-6.6509544
Tagoat Medical Centre,"Rossmore, Milltown, Tagoat, Wexford, Y35  Dk46",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D01 P620,NA,NA,52.2472558,-6.402483399999999
Talbot Street Medical Centre,"Talbot Mall, Talbot Street, Dublin, D01  P620",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24  Tp8n,NA,NA,53.35001219999999,-6.256174
Tallaght Medical Centre Castletymon,"Castletymon Shopping Centre, Tymon Road, Tallaght, Dublin, D24   Tp8n",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Uptfef6jfxzkb8qa6,NA,NA,53.2956283,-6.341948599999999
Tallaght Medical Centre Killinarden,"Killinarden Heights, Tallaght, Dublin, D24  Yx96",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 X6nw,NA,NA,53.2737006,-6.3882759
Tallaght Medical Centre Kilnamanagh,"19 Redwood View, Kilnamanagh, Tallaght, Dublin, D24  X6nw",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 F4wd,NA,NA,53.2983902,-6.361130999999999
Tallaght Medical Centre Kingswood,"64 The Park, Kingswood Heights, Kilnamanagh, Dublin, D24  F4wd",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 Xr58,NA,NA,53.3037688,-6.3677074
Tallaght Medical Practice,"1 Alderwood Park, Tallaght, Dublin, D24  Xr58",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Wcjbyk7dkyxol4z96,NA,NA,53.28484899999999,-6.379618499999999
Tallow Health Centre,"Convent Street, Tallow, Wexford, P51  Fx99",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Cm456fumklg6mgbb6,NA,NA,52.0960728,-8.0070259
Tamney Dispensary,"Tawny, Letterkenny, Donegal, F92  H261",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W91 C7df,NA,NA,55.1990023,-7.6910645
Tara Clinic,"Tara Court, Dublin Road, Naas, Kildare, W91  C7df",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V31 Ew21,NA,NA,53.2254985,-6.6510422
Tarbert Medical Centre,"1 Saint Patricks Terrace, Tarbert, Kerry, V31  Ew21",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K36 Y622,NA,NA,52.57368229999999,-9.3770171
Temenos Medical Centre,"Townyard House, Townyard Lane, Malahide, Dublin, K36  Y622",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E41 P5k2,NA,NA,53.4517885,-6.1525851
Templemore Medical Centre,"Bank Street, Templemore, Tipperary, E41  P5k2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D6w Wn53,NA,NA,52.7957937,-7.8329433
Templeogue Village Medical,"184 Templeogue Road, Templeogue, Dublin, D6w  Wn53",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D6w Hf84,NA,NA,53.2981845,-6.3036607
Terenure General Medical Clinic,"9 Rathmore Villas, Rathfranham, Dublin, D6w  Hf84",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D06 W5a2,NA,NA,53.3110888,-6.2827284
Terenure Medical,"84a Terenure Road East, Rathfarnham, Dublin, D06  W5a2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V95 D60v,NA,NA,53.31019939999999,-6.2825767
The Abbey Medical Centre,"Westgate Business Park, Kilrush Road, Ennis, Clare, V95  D60v",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 56t7,NA,NA,52.8311609,-8.9967475
The Adare Clinic,"Unit 2 Harvey's Quay, Limerick, Limerick, V94  56t7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D02 H337,NA,NA,52.6637873,-8.6300519
The Adelaide Clinic,"56 Adelaide Road, Dublin, D02  H337",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V92 H9kv,NA,NA,53.3321524,-6.253262299999999
The Ashe Street Clinic,"36 Ashe Street, Tralee, Kerry, V92  H9kv",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N39 Y6c9,NA,NA,52.2704296,-9.7038117
The Atrium Medical Practice,"1 College Park, Longford, Longford, N39  Y6c9",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Vktlxvpphcfy1hg99,NA,NA,53.7294802,-7.788826299999998
The Avenue Clinic,"Church Street, Tullamore, Offaly, R35  K1w4",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D05 Ve03,NA,NA,53.2747702,-7.4903968
The Avenue Family Practice,"59 Collins Avenue East, Clontarf West, Dublin, D05  Ve03",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y21 Ay61,NA,NA,53.37259969999999,-6.209366699999999
The Ballagh Health Centre,"The Ballagh, Enniscorthy, Wexford, Y21  Ay61",Location And Directions - Google Maps,Https://Maps.app.goo.gl/6ttnd5kpzzsa2tmv8,NA,NA,52.48024789999999,-6.4235342
The Barrowview Medical Practice,"Dublin Road, Athy, Kildare, R14  Dx94",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D07 R6dd,NA,NA,52.9960994,-6.960384
The Berkeley Clinic,"4 Berkeley Street, Phibsborough, Dublin, D07  R6dd",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 A362,NA,NA,53.3569783,-6.2677974
The Blanchardstown Centre Surgery,"Unit 331, The Blanchardstown Centre, Blanchardstown, Dublin, D15  A362",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W12 Hp52,NA,NA,53.3839704,-6.377579
The Bridge Medical Centre,"Unit 16a, Newbridge Retail Park, Newbridge, Kildare, W12  Hp52",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 H5hk,NA,NA,53.1757244,-6.8015312
The Broadale Medical Centre,"Broadale, Maryborough Hill, Cork, T12  H5hk",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D06 C9x5,NA,NA,51.8644827,-8.4129318
The Cambridge Clinic,"5 Cambridge Villas, Rathmines, Dublin, D06  C9x5",Location And Directions - Google Maps,Https://Maps.app.goo.gl/4bdgp2qogjertpwja,NA,NA,53.3209265,-6.2624414
The Carlton Clinic,"Killarney Road, Killarney Road, Wicklow, A98  Kw13",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R32 D5xp,NA,NA,53.19089,-6.12154
The Cedar Clinic,"Mountmellick Road, Portlaoise, Laois, R32  D5xp",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F45 Y099,NA,NA,53.043474,-7.3118207
The Clinic,"The Clinic, Pound Street, Ballaghaderreen, Roscommon, F45  Y099",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Xe29,NA,NA,53.9031038,-8.5767837
The Clinic,"18/19 Parnell Street, Limerick, Limerick, V94  Xe29",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 Xf7a,NA,NA,52.6599892,-8.624695599999999
The Coady Surgery,"1 Old Bawn Way, Tallaght, Dublin, D24  Xf7a",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P51 K650,NA,NA,53.27994959999999,-6.3597926
The Cork Road Clinic,"Mallow Primary Healthcare Centre, Goulds Hill, Mallow, Cork, P51  K650",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A82 D2x0,NA,NA,52.1203268,-8.6568497
The Cottage Surgery,"New Road, Bailieborough, Cavan, A82  D2x0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y35 Pn82,NA,NA,53.9167907,-6.9727949
The Curran Medical Centre,"113 The Faythe, Wexford Town, Wexford, Y35  Pn82",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D02 Fe06,NA,NA,52.3306931,-6.453774999999999
The D2 Medical Centre,"4 Fitzwilliam Square East, Dublin, D02  Fe06",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H16 En24,NA,NA,53.335209,-6.2503495
The Darley Health Centre,"Fairgreen, Cootehill, Cavan, H16  En24",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T45 F292,NA,NA,54.0752645,-7.083630299999999
The Dispensery Medical Centre,"Station Road, Carrigtwohill, Cork, T45  F292",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A63 Fw31,NA,NA,51.913371,-8.2617199
The Doctors Centre,"3 Main Street, Kilcoole, Wicklow, A63  Fw31",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D06 F9p0,NA,NA,53.1072599,-6.064540399999999
The Doctors Clinic,"104 Rathmines Road Lower, Rathmines, Dublin, D06  F9p0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Ry63,NA,NA,53.3263166,-6.264793099999999
The East Clinic,"Thomas Street, Killaloe, Clare, V94  Ry63",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V92 D42h,NA,NA,52.8064827,-8.4447492
The Edward Court Clinic,"Edward Court, Edward Street, Tralee, Kerry, V92  D42h",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V95 F2nk,NA,NA,52.27040359999999,-9.701756
The Elm Medical Centre,"Gort Road Shopping Centre, Gort Road, Ennis, Clare, V95  F2nk",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D16 A2n6,NA,NA,52.8526919,-8.983551900000002
The Family Medicine Centre,"4 Ballyroan Road, Rathfarnham, Dublin, D16  A2n6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y35 Rk61,NA,NA,53.293019,-6.309099799999999
The Faythe Medical Centre,"Unit 3, 178 The Faythe, Maudlintown, Wexford, Y35  Rk61",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Zxhqe6lv1uefztfi8,NA,NA,52.3292125,-6.4524466
The Gables Medical Centre,"Nutgrove Retail Park, Churchtown, Dublin, D14  Nt35",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D02 Vx59,NA,NA,53.2925626,-6.2673899
The Gallery Medical Centre,"26 Clare Street, Dublin, D02  Vx59",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P24 Hw13,NA,NA,53.3414709,-6.252176299999999
The Gp Practice,"Canon O’ Leary Place, Cobh, Cork, P24  Hw13",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V95 Wp04,NA,NA,51.85259,-8.2950053
The Green Medical Centre,"Green, Newmarket-On-Fergus, Clare, V95  Wp04",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F94 Nw8c,NA,NA,52.7609957,-8.894185199999999
The Grove Medical Practice,"Ardeskin, Donegal, F94  Nw8c",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W23 Kr22,NA,NA,54.648794,-8.096212399999999
The Harbour Medical Clinic - Kilcock,"The Harbour, Kilcock, Kildare, W23  Kr22",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y14 Hw02,NA,NA,53.3995565,-6.6682524
The Harbour Surgery,"Evans Houses, Harbour Road, Arklow, Wicklow, Y14  Hw02",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Fx26,NA,NA,52.79445570000001,-6.147660699999999
The Harty Practice,"11 Eugene Drive, Grange, Douglas, Cork, T12  Fx26",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 X3fv,NA,NA,51.8688375,-8.448150499999999
The Harty Practice,"Blackrock Hall Primary Care Centre, Blackrock Avenue, Blackrock, Cork, T12  X3fv",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H65 Rh66,NA,NA,51.8915229,-8.4110554
The Health Centre,"Athenry, Galway, H65  Rh66",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N41 T6d7,NA,NA,53.30294809999999,-8.7474964
The Health Centre Invergeal,"Cortober, Carrick-On-Shannon, Roscommon, N41  T6d7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F42 Kh52,NA,NA,53.9416114,-8.1002477
The Health Clinic,"Castle Street, Roscommon Town, Roscommon, F42  Kh52",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E32 A384,NA,NA,53.6345698,-8.1899157
The Health Clinic,"Town Wall, Carrick-On-Suir, Tipperary, E32  A384",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 Tc6x,NA,NA,52.3470205,-7.4123255
The Healthwell Clinic,"Raheen, Weaver's Row, Clonsilla Road, Dublin, D15  Tc6x",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Yr1x,NA,NA,53.3828005,-6.4013807
The Heights Medical Centre,"Castlelawn Shopping Centre, Coolough Road, Galway City, Galway, H91  Yr1x",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y35 Ef85,NA,NA,53.28782,-9.0501884
The Hooper Medical Centre,"Rathaspeck, Wexford, Y35  Ef85",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D12 Wr53,NA,NA,52.3003698,-6.5018799
The Iveagh Medical Clinic,"235 Crumlin Road, Crumlin, Dublin, D12  Wr53",Location And Directions - Google Maps,Https://Maps.app.goo.gl/,NA,NA,53.3276327,-6.3080396
