GP_Name,GP_Address,GP_LocationText,GP_LocationLink,latitude,longitude,latitude,longitude
Dr M F Whitty,"340a North Circular Road, Dublin, D07  C9he",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R95 Ev25,NA,NA,53.3606172,-6.2740627
Dr Michael Canning,"Baracore, Goresbridge, Kilkenny, R95  Ev25",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D04 T9c8,NA,NA,52.6506085,-6.9888729
Dr Michael Moore,"4 Morehampton Road, Donnybrook, Dublin, D04  T9c8",Location And Directions - Google Maps,Https://Maps.app.goo.gl/T4nrgmas6inbcryn7,NA,NA,53.3274149,-6.243311299999999
Dr Michael O'brien Family Practice,"Leopardstown Shopping Centre, Leopardstown, Dublin, D18  P3v8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D08 Ae98,NA,NA,53.2592726,-6.1968808
Dr Michael O'malley,"1 Tyrconnell Road, Inchicore, Dublin, D08  Ae98",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y35 Cyd2,NA,NA,53.33936259999999,-6.3207659
Dr Miles Deas Family Practice,"Redmond Square Medical Centre, 4-7 Redmond Square, Wexford Town, Wexford, Y35  Cyd2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R95 V270,NA,NA,52.3425339,-6.4644755
Dr Miriam Hogan,"Saint Anthony's, Newpark, Kilkenny, R95  V270",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Pstwetajrsfbm8e97,NA,NA,52.6601539,-7.2428259
Dr Mirko Jukic Health Centre,"Gorey Road, Carnew, Wexford, Y14  Py64",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F56 Tx37,NA,NA,52.7108087,-6.4843483
Dr M J Flynn,"2 The Commons, Ballymote, Sligo, F56  Tx37",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 X6fw,NA,NA,54.0860983,-8.5121329
Dr Mohsin Khan,"169 Edgewood Lawns, Corduff, Dublin, D15  X6fw",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E91 X3t2,NA,NA,53.394865,-6.3815883
Dr Molly Owens Surgery,"Main Street, Fethard, Tipperary, E91  X3t2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H62 Yv70,NA,NA,52.4660649,-7.6964133
Dr Moloney Surgery,"Abbey House, Abbey Street, Loughrea, Galway, H62  Yv70",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W91 F899,NA,NA,53.19989,-8.5712206
Dr Morar Surgery,"Ideal Shopping Centre, Prosperous, Kildare, W91  F899",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E45 Hk28,NA,NA,53.28837069999999,-6.753556199999999
Dr Muiris O'keeffe,"Nenagh Family Practice, 19-21 Pearse Street, Nenagh, Tipperary, E45  Hk28",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D10 Ph57,NA,NA,52.86349200000001,-8.1983786
Dr Naseema Moorad,"314 Ballyfermot Road, Ballyfermot, Dublin, D10  Ph57",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Ry8w,NA,NA,53.3425434,-6.3544453
Dr Negin Reyhani,"51 William Street Uppper, Limerick, Limerick, V94  Ry8w",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W23 Dn22,NA,NA,52.66274850000001,-8.6243131
Dr Neville Wilson,"4 New Lane, Kilcock, Kildare, W23  Dn22",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F91 Ht28,NA,NA,53.4005846,-6.667996
Dr N Hever Surgery,"9 Glenview Park, Grange, Sligo, F91  Ht28",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Wbjvg3ofhm2bppe88,NA,NA,54.394903,-8.5263603
Dr Niall Donohoe,"Rathcronan, Granard, Longford, N39  P682",Location And Directions - Google Maps,Https://Maps.app.goo.gl/414hgskvzq9abqwe8,NA,NA,53.78018789999999,-7.487024599999999
Dr. Niall O'cléirigh Pearse Street Primary Care Centre,"Mark's Lane, Lombard Street, Dublin City, Dublin, D02  Td23",Location And Directions - Google Maps,Https://Maps.app.goo.gl/86ebh5wupb19lsmt9,NA,NA,53.3448671,-6.2498312
Dr Nigel Mckenna,"Cootehill Road, Drumalee, Cavan, H12  Nv22",Location And Directions - Google Maps,Https://Maps.google.com/?Q=C15 K791,NA,NA,54.0010751,-7.3535686
Dr Noel Clancy,"Eden Bawn, Navan Road, Trim, Meath, C15  K791",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Zjiaxakng5mlkpza8,NA,NA,53.5572892,-6.7844226
Dr Noreen Lineen-Curtis,"Achill Sound, Oileán Acla, Achill Island, Mayo, F28  E142",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T23 H9ac,NA,NA,53.93024310000001,-9.929670999999999
Dr O'brien,"3 Kerry Road, Mayfield, Cork, T23  H9ac",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Vk1h,NA,NA,51.912861,-8.4328159
Dr O'callaghan And O'dea,"5 Johnsgate Village, Johnsgate, Limerick, Limerick, V94  Vk1h",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D08 R2c1,NA,NA,52.66388809999999,-8.61742
Dr O'flynn,"239 South Circular Road, Dublin, D08  R2c1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A92 A40y,NA,NA,53.33177449999999,-6.2858752
Drogheda Medical Clinic,"Dublin Road, Drogheda, Louth, A92  A40y",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F91 Vx2f,NA,NA,53.7065241,-6.3247207
Dromahair Health Centre,"8 Churchfield, Drumahaire, Dromahair, Leitrim, F91  Vx2f",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Egyjpuwdrac1mu9q6,NA,NA,54.2293654,-8.2977096
Dromcollogher Health Centre,"Buttevant Road, Drumcollogher, Limerick, P56  Td39",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 N524,NA,NA,52.3388384,-8.9058867
Dr O'regan Surgery,"1 Bromley Park, Donnybrook, Cork, T12  N524",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Yy40,NA,NA,51.8673435,-8.4403092
Dr Paddy Mcdonagh,"Knockdoe, Claregalway, Galway, H91  Yy40",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R14 Ep93,NA,NA,53.3819579,-8.8930098
Dr Padraic Farrell,"89 Woodstock Street, Athy, Kildare, R14  Ep93",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D16 Vh61,NA,NA,52.9922864,-6.9898947
Dr Pamela Mangal,"Kaieteur Ville, Knocklyon Avenue, Knocklyon, Dublin, D16  Vh61",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A81 H426,NA,NA,53.2887154,-6.3234507
Dr Paschal Larney,"48 Farney Street, Carrickmacross, Monaghan, A81  H426",Location And Directions - Google Maps,Https://Maps.app.goo.gl/S9jhhmgq5adw61g86,NA,NA,53.9756212,-6.7154237
Dr Pat Kennedy And Ger Mclaughlin,"Castle Square, Carrigtwohill, Cork, T45  Fx06",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Y2t9,NA,NA,51.9091357,-8.2711524
Dr Pat Murphy,"Seancarnan, Stradbally North, Castleconnell, Limerick, V94  Y2t9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R35 E0y0,NA,NA,52.7087496,-8.5062647
Dr Patricia Garry,"Fionntir, 6 Market Square, Tullamore, Offaly, R35  E0y0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A94 Rr71,NA,NA,53.2751526,-7.489819099999999
Dr Patrick Coughlan,"87a Booterstown Avenue, Booterstown, Blackrock, Dublin, A94  Rr71",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A94 X5x5,NA,NA,53.3042806,-6.198848
Dr Patrick Feeney Surgery,"96 Lower Kilmacud Road, Stillorgan, Dublin, A94  X5x5",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D14 K0t9,NA,NA,53.2888065,-6.2143137
Dr Patrick Magovern,"3 Drummartin Road, Kilmacud West, Dublin, D14  K0t9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 C1x4,NA,NA,53.2887636,-6.222697300000001
Dr Patrick O'dwyer,"Moore Street, Cappamore, Limerick, V94  C1x4",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Yxhjsuweaplvogex6,NA,NA,52.6133957,-8.3364009
Dr Patrick O'kelly,"Wood Row, Moran's Town, Ballynacargy, Westmeath, N91  V9fk",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A85 Yk82,NA,NA,53.583124,-7.5390765
Dr Patrick Tierney,"Lisheen, Grangend, Dunshaughlin, Meath, A85  Yk82",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E53 Kw83,NA,NA,53.5139455,-6.538191599999999
Dr Patrick Yon Hin,"Grove Street, Roscrea, Tipperary, E53  Kw83",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E53 Ea26,NA,NA,52.9565579,-7.7968191
Dr Paul Booth,"Coolevin, Dublin Road, Roscrea, Tipperary, E53  Ea26",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Hn2f,NA,NA,52.9551789,-7.798469600000001
Dr Paul Deasy Surgery,"South Gate House, Cove Street, Cork City, Cork, T12  Hn2f",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D14 K2n5,NA,NA,51.89513299999999,-8.475951799999999
Dr Paul Heslin,"3 Beaumont Avenue, Churchtown, Dublin, D14  K2n5",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 E7n1,NA,NA,53.2880322,-6.2566362
Dr Paul Kiernan,"7 Westbury Shopping Centre, Westbury, Corbally, Clare, V94  E7n1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E45 Dd74,NA,NA,52.6857889,-8.6061847
Dr Paul O'farrell,"9/10 O'rahilly Street, Nenagh, Tipperary, E45  Dd74",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N39 Th76,NA,NA,52.8649754,-8.1988355
Dr Paul Trueick,"Longford Medical Park, Athlone Road, Ballyminion, Longford, N39  Th76",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Yf62,NA,NA,53.7249371,-7.8082858
Dr Peter A Sloane,"Carraroe South, Carraroe, Galway, H91  Yf62",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V14 Y526,NA,NA,53.2615985,-9.6049667
Dr Peter Flynn,"9 Killian Park, Shannon, Clare, V14  Y526",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A94 Kx81,NA,NA,52.709681,-8.8669574
Dr Peter Staunton,"37 Woodlands Park, Stillorgan, Dublin, A94  Kx81",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D16 Yd29,NA,NA,53.2963625,-6.1995702
Dr Peter Wai Yin Hooi,"105 Broadford Hill, Ballinteer, Dublin, D16  Yd29",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D04 P5y8,NA,NA,53.2797782,-6.2594319
Dr P Harte,"28a Park Avenue, Dublin, D04  P5y8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y21 Kd85,NA,NA,53.3269665,-6.214270099999999
Dr Philip Bowe,"Sunnyside, Convent Road, Enniscorthy, Wexford, Y21  Kd85",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R45 Kt96,NA,NA,52.5057924,-6.5730953
Dr Philip Brady,"1 Boyne Meadows, Edenderry, Offaly, R45  Kt96",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F45 Y099,NA,NA,53.34617489999999,-7.0378874
Dr Pierce Meagher,"The Clinic, Pound Street, Ballaghaderreen, Roscommon, F45  Y099",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Rw2a,NA,NA,53.9031038,-8.5767837
Dr Pigott Surgery,"Church Street, Gort, Galway, H91  Rw2a",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R95 Hp08,NA,NA,53.0656611,-8.8219016
Dr Prasad,"2 Bowden's Row, Castlecomer, Kilkenny, R95  Hp08",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P36 Kr97,NA,NA,52.8047894,-7.211517
Dr Rafique Youghal Clinic,"12a Millenium Park, Foxhole, Youghal, Cork, P36  Kr97",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H53 Px26,NA,NA,51.9707529,-7.862343399999999
Dr Raymond Brogan,"Clonfert Avenue, Portumna, Galway, H53  Px26",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R93 W0d1,NA,NA,53.0942512,-8.2157672
Dr Regina O'kelly,"Flemington House, 1 Brown Street, Carlow Town, Carlow, R93  W0d1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A96 Fe09,NA,NA,52.837481,-6.929389199999999
Dr Richard Fitzpatrick,"Burmet, 196 Glenageary Road Upper, Glenageary, Dublin, A96  Fe09",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D22 F2p9,NA,NA,53.2771321,-6.128093900000001
Dr Richard Mullen,"48 Tower Road, Clondalkin, Dublin, D22  F2p9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D07 T0fa,NA,NA,53.320272,-6.3950977
Dr Robert Dybkowski And Dr Ilona Izdebska Medical Centre,"Orby Chambers, 7 Coke Lane, Smithfield, Dublin, D07  T0fa",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 Hp5h,NA,NA,53.346851,-6.2795217
Dr Robert Nelson,"17 Beechpark Avenue, Castlekock, Dublin, D15  Hp5h",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V42 Dh77,NA,NA,53.37677650000001,-6.3627582
Dr Roger Hayes,"Daar Wood, Gortboy, Newcastle West, Limerick, V42  Dh77",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 Nw0d,NA,NA,52.4563557,-9.0444217
Dr Roland Ling General Practice,"14 Watermeadow Park, Tallaght, Dublin, D24  Nw0d",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D11 A268,NA,NA,53.2814099,-6.364922399999999
Dr Ronan O'ferrall,"102 Slaney Road, Dublin Industrial Estate, Cabra East, Dublin, D11  A268",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D12 Yy82,NA,NA,53.3740184,-6.290064099999999
Dr Rowan And Dr White Surgery,"Armagh Road, Crumlin, Dublin, D12  Yy82",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 Yk77,NA,NA,53.3205108,-6.3067696
Dr Saleem Osman,"6 Brook Road, Riverview, Waterford, X91  Yk77",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K78 A5r2,NA,NA,52.2372225,-7.0633671
Dr Samir Ekky,"49 Esker Lawns, Lucan, Dublin, K78  A5r2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W91 T92t,NA,NA,53.3565041,-6.441272
Dr Sandro Togyi,"Mill Street, Baltinglass, Wicklow, W91  T92t",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 Cy95,NA,NA,52.9409833,-6.7114047
Dr Sanjay Date,"Supervalu Shopping Centre, Priests Road, Tramore, Waterford, X91  Cy95",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Wenaukqlyiwmnru38,NA,NA,52.1617658,-7.1537907
Dr Sargaison,"Kiltormer, Ballinasloe, Galway, H53  R223",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 T381,NA,NA,53.2345121,-8.265426399999999
Dr Seamus O'flynn,"Fingall, Ballinacurra Road, Limerick, Limerick, V94  T381",Location And Directions - Google Maps,Https://Maps.app.goo.gl/414hgskvzq9abqwe8,NA,NA,52.6471446,-8.639040099999999
Dr Sean Gilroy Pearse Street Primary Care Centre,"Mark's Lane, Lombard Street, Dublin City, Dublin, D02  Td23",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 Ed23,NA,NA,53.3448671,-6.2498312
Dr Sean Mccarthy,"1 Woodlawn Park Avenue, Tallaght, Dublin, D24  Ed23",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A94 E0c1,NA,NA,53.2821751,-6.3401127
Drs Gallagher And Byrne Family Practice,"31 The Rise, Mount Merrion, Blackrock, Dublin, A94  E0c1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=C15 P653,NA,NA,53.29930719999999,-6.209013199999999
Dr Shanthamurthy,"7 Watergate Street, Navan, Meath, C15  P653",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F91 E7kh,NA,NA,53.6537095,-6.6837782
Dr Sinéad Mcnamara,"Millennium House, Stephen Street, Sligo Town, Sligo, F91  E7kh",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D22 Y8n4,NA,NA,54.2723277,-8.4736113
Drs Lynch And Hamilton Surgery,"3 Orchard Road, Clondalkin, Dublin, D22  Y8n4",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H18 Dt68,NA,NA,53.32199019999999,-6.3934267
Dr Smyth Surgery,"9 High Street, Monaghan Town, Monaghan, H18  Dt68",Location And Directions - Google Maps,Https://Maps.google.com/?Q=C15 Y2cw,NA,NA,54.2499169,-6.973115399999999
Dr Stephanie Ellis,"Jim Roche Building, Leighsbrook Lane, Navan, Meath, C15  Y2cw",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y35 Rw82,NA,NA,53.6497002,-6.688395000000001
Dr Stephen Bowe,"Selskar Court, Ferrybank South, Wexford, Y35  Rw82",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F23 Nd98,NA,NA,52.3415222,-6.4650536
Dr Stephen Patten General Practice,"Market Street, Castlebar, Mayo, F23  Nd98",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D05 Xd74,NA,NA,53.85645,-9.2987809
Dr Tarek Zourob,"44 Malahide Road, Clontarf West, Dublin, D05  Xd74",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P85 X510,NA,NA,53.3825491,-6.2059734
Dr Thomas Moloney,"39 Wolfe Tone Street, Clonakilty, Cork, P85  X510",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R32 D66c,NA,NA,51.6232383,-8.8846436
Dr Thomas Stewart,"27 Gandon Close, Fairgreen, Portlaoise, Laois, R32  D66c",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N91 Ay99,NA,NA,53.0477784,-7.3236127
Dr Thomas Waldron,"Harbour Street, Mullingar, Westmeath, N91  Ay99",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E32 Ef89,NA,NA,53.5292816,-7.3434611
Dr Timothy O Donovan,"17 Kickham Street, Carrick-On-Suir, Tipperary, E32  Ef89",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Hxqcsyffa2rgvmsva,NA,NA,52.3478183,-7.4139778
Dr Tony O’sullivan General Practice,"1a Irishtown Road, Irishtown, Dublin, D04  Hw30",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H12 K7e5,NA,NA,53.3407274,-6.225474699999999
Drumalee Cross Family Practice,"Drumalee Cross, Drumalee, Cavan, H12  K7e5",Location And Directions - Google Maps,Https://Maps.app.goo.gl/86ebh5wupb19lsmt9,NA,NA,54.0009214,-7.351771999999999
Drumalee Primary Care Centre,"Cootehill Road, Drumalee, Cavan, H12  Nv22",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F91 E14k,NA,NA,54.0010751,-7.3535686
Drumcliffe Family Practice,"Drumcliffe North, Drumcliffe, Sligo, F91  E14k",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D09 N4x8,NA,NA,54.3296584,-8.5011022
Drumcondra Clinic,"53 Drumcondra Road Lower, Drumcondra, Dublin, D09  N4x8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D09 C4h3,NA,NA,53.3639333,-6.2569389
Drumcondra Medical,"40 Drumcondra Road Upper, Drumcondra, Dublin, D09  C4h3",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D09 H3c5,NA,NA,53.3700497,-6.253828599999999
Drumcondra Village Medical Centre,"10 Drumcondra Road Upper, Drumcondra, Dublin, D09  H3c5",Location And Directions - Google Maps,Https://Maps.app.goo.gl/H2sdchgkbx8aqqkt9,NA,NA,53.3690991,-6.254391699999999
Drumconrath Surgery,"Greenan, Drumconrath, Meath, C15  Dh9h",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Bsr5m1cbzk817fpf8,NA,NA,53.8496649,-6.6512623
Drumkeeran Health Centre,"Lugmeen, Drumkeerin, Leitrim, N41  Hr25",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Qrnn8nie1bxq1tgsa,NA,NA,54.1683721,-8.1415899
Drumlish Health Centre,"Longford Road, Drumlish, Longford, N39  F5d3",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N41 E942,NA,NA,53.8164796,-7.7736877
Drumshanbo Health Centre,"Drumshambo Primary Care Centre, Ballinamore Road, Drumshanbo, Leitrim, N41  E942",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D04 Y7h9,NA,NA,54.0464641,-8.0382941
Dr Vincent Carroll,"Fairfield House, Newbridge Avenue, Dublin, D04  Y7h9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D04 T9c8,NA,NA,53.3341781,-6.224128899999999
Dr Wendy Lynch,"4 Morehampton Road, Donnybrook, Dublin, D04  T9c8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D13 Yv00,NA,NA,53.3274149,-6.243311299999999
Dr W Fraser,"Benedin, Windgate Rise, Howth, Dublin, D13  Yv00",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E25 Ay64,NA,NA,53.3725759,-6.062172899999999
Dr William Ryan,"Deerpark Road, Cashel, Tipperary, E25  Ay64",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D05 Nv63,NA,NA,52.5118024,-7.8975227
Dr W J Mcdonnell,"28 Tonlegee Road, Donaghmede, Dublin, D05  Nv63",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 Wr6k,NA,NA,53.3886934,-6.1959807
Dr Zoltan Csarodai-Nagy,"41 Barronstrand Street, Waterford City, Waterford, X91  Wr6k",Location And Directions - Google Maps,Https://Maps.app.goo.gl/31uzydrk2sysd457a,NA,NA,52.2618009,-7.1114465
Dublin City Gp,"Heytesbury Street, Dublin City, Dublin, D08  Y1tw",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N39 Kx01,NA,NA,53.3342455,-6.2686026
Dublin Street Medical Centre,"19 Dublin Street, Longford, Longford, N39  Kx01",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A86 Kv44,NA,NA,53.7270149,-7.798222799999999
Dunboyne Family Practitioners,"4 Navan Road, Dunboyne, Meath, A86  Kv44",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A86 Hx63,NA,NA,53.4220076,-6.474409
