GP_Name,GP_Address,GP_LocationText,GP_LocationLink
Rowan Family Practice,"123 Churchtown Road Lower, Churchtown Lower, Dublin, D14  E840",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Vc43
Roxboro Medical Centre,"Unit 8 Quality Retail Centre, Roxboro, Limerick, V94  Vc43",Location And Directions - Google Maps,Https://Maps.app.goo.gl/L9q5edhqlzwmjane7
Royal Med Health Centre Limerick,"Lord Edward Street, Limerick City, Limerick, V94  Dd8w",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K56 Nc80
Rush Family Practice,"6a Lower Main Street, Rush, Dublin, K56  Nc80",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K56 Nv61
Rushgp.ie,"44 Upper Main Street, Rush, Dublin, K56  Nv61",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P14 A620
Ryecourt Clinic,"Ryecourt, Farnanes, Cork, P14  A620",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W23 H2r0
Ryevale Medical Practice,"Old Hill, Leixlip, Kildare, W23  H2r0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 K0d2
Rylanes Medical Centre,"Rylanes, Ballingarry, Limerick, V94  K0d2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V95 Hk50
Saffron And Blue Clarecastle,"Clare Abbey Primary Health Centre, Clarecastle, Ennis, Clare, V95  Hk50",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 Ak65
Saggart Medical Centre,"Garters Lane, Saggart, Dublin, D24  Ak65",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H62 Vy76
Saint Brendan's Medical Centre,"Saint Brendan's Campus, Lake Road, Loughrea, Galway, H62  Vy76",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F42 Rw83
Saint Comans Medical Centre,"Saint Comans Park, Roscommon Town, Roscommon, F42  Rw83",Location And Directions - Google Maps,Https://Maps.app.goo.gl/M67avrfyjny27xa6a
Saint Mary's Primary Care Centre,"St. Mary's Health Campus, Bakers Road, Gurranebraher, Cork, T23  V09x",Location And Directions - Google Maps,Https://Maps.app.goo.gl/8ajdrdsxxnmquamm8
Salem Medical Centre,"Glebe, Knockrobin, Wicklow, A67  K5c7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W91 K250
Sallins Medical Centre,"Clane Road, Sallins, Kildare, W91  K250",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 X6x0
Salthill Medical Centre,"Mount Carmel, 216 Upper Salthill, Galway City, Galway, H91  X6x0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K67 X2h5
Salus Medical Clinic,"Unit 2 Albany House, Main Street, Swords, Dublin, K67  X2h5",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P31 Rp04
Salutem Clinic,"West Village, Ballincollig, Cork, P31  Rp04",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 Ary7
Sandor Medical Surgery,"Laurel Lodge Business Centre, Laurel Lodge Shopping Centre, Castleknock, Dublin, D15  Ary7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A96 P596
Sandycove Surgery,"1 Mount Pleasant, Sandycove Road, Sandycove, Dublin, A96  P596",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D18 R89t
Sandyford Healthcare,"21 Time Place Corrig Road, Sandyford Business Park, Sandyford, Dublin, D18  R89t",Location And Directions - Google Maps,Https://Maps.app.goo.gl/4g2e7bn2juejq2ub6
Sandyford Medical Practice,"76 Sandyford Village, Sandyford, Dublin, D18  X2x8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D04 E034
Sandymount Road Medical Centre,"29 Sandymount Road, Dublin, D04  E034",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D09 E289
Santry Gp.ie Clinic,"Unit 1 Northwood House, Northwood Business Park, Santry, Dublin, D09  E289",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Wegqfrz1fdkentsz7
Scally Mcdaid Medical Practice,"Pearse Road, Letterkenny, Donegal, F92  Dpx8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Kpn1
Scariff Medical Centre,"Market Square, Ballyminoge, Scarriff, Clare, V94  Kpn1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D16 E2y5
Scholarstown Family Practice,"10a Templeroan Lodge, Scholarstown Road, Ballyroan, Dublin, D16  E2y5",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K36 Fk13
Seabury Medical Centre,"1 Seabury Parade, Malahide, Dublin, K36  Fk13",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Vpx2
Seacrest Knocknacarra Medical Centre,"Shangort Road, Knocknacarra, Galway, H91  Vpx2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K34 R942
Seaholm Surgery,"10 Holmpatrick, Skerries, Dublin, K34  R942",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 F6c9
Seapoint Medical Centre,"Barna Village Centre, Seapoint, Barna, Galway, H91  F6c9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A91 K8yw
Seatown Family Practice,"10 Seatown Place, Dundalk, Dundalk, Louth, A91  K8yw",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D12 Yr27
Shackleton And Behan Family Doctors,"115 Cromwell's Fort Road, Walkinstown, Dublin, D12  Yr27",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D09 E1w1
Shanard Family Practice,"33 Shanard Road, Whitehall, Dublin, D09  E1w1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X35 V126
Shandon Clinic,"Dungarvan Shopping Centre, Shandon, Dungarvan, Waterford, X35  V126",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T23 P99x
Shandon Medical Centre,"51 Shandon Street, Cork City, Cork, T23  P99x",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D18 C596
Shankill Family Practice,"1 Athgoe Drive, Shankill, Dublin, D18  C596",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Hu2dw5n2u3byyzwx9
Shankill Surgery,"Lower Road, Shankill, Dublin, D18  Dw08",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V14 D377
Shannon Medical Centre,"Unit 1, Caisleain Daire, Shannon, Clare, V14  D377",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A96 Dd74
Sheehan Medical Practice,"Unit 301, Third Floor Dun Laoghaire Shopping Centre, Marine Road, Dun Laoghaire, Dublin, A96  Dd74",Location And Directions - Google Maps,Https://Maps.app.goo.gl/8ajdrdsxxnmquamm8
Sheeran Purcell General Practice,"Glebe, Knockrobin, Wicklow, A67  K5c7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F91 Nv2f
Shore Family Practice,"46 Wine Street, Sligo Town, Sligo, F91  Nv2f",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 X3fv
Silverdale Surgery,"Blackrock Hall Primary Care Centre, Blackrock Avenue, Blackrock, Cork, T12  X3fv",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D07 Fr52
Sirona Medical,"185 Cabra Road, Cabra East, Dublin, D07  Fr52",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K34 Fy51
Skerries Surgery,"7 Strand Street, Skerries, Dublin, K34  Fy51",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P81 Ee08
Skibbereen Medical Centre,"Market Street, Skibbereen, Cork, P81  Ee08",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F91 P278
Skreen Family Practice,"Skreen Health Centre, Gerrib Big, Skreen, Sligo, F91  P278",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 Nte2
Slade Castle Family Practice,"Unit 6, Slade Castle Court, Saggart, Dublin, D24  Nte2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y21 W2c4
Slaney Medical Centre,"Templeshannon, Enniscorthy, Wexford, Y21  W2c4",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A94 Ch66
Slievemore Clinic,"Old Dublin Road, Stillorgan, Dublin, A94  Ch66",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F91 Tep8
Sligo Clinic,"Saint Geralds, Pearse Road, Sligo Town, Sligo, F91  Tep8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V93 X62x
Sneem Health Centre,"Inchinaleega East, Sneem, Kerry, V93  X62x",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D14 Vp03
Solas Medical Centre,"Unit 12 Rathfarnham Shopping Centre, Butterfield Avenue, Rathfarnham, Dublin, D14  Vp03",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Dv4tluzvcefqd8mb9
Sonas Medical Centre,"Station Road, Ennis, Clare, V95  Ty4e",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A91 T9tp
South Beach Medical Centre,"Main Street, Blackrock, Louth, A91  T9tp",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D08 K2v6
South Circular Road Surgery,"106a South Circular Road, Dublin, D08  K2v6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 T2yd
South Douglas Road Medical Centre,"South Douglas Road, Ballinlough, Cork, T12  T2yd",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A92 Xe86
Southside Medical,"Unit 5, Dublin Road, Drogheda, Louth, A92  Xe86",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 C6tc
South Terrace Family Practice,"Suite 6 Block B, South Terrace, Ballintemple, Cork, T12  C6tc",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y35 H10e
Spawell Road Surgery,"7 Glena Terrace, Spawell Road, Wexford Town, Wexford, Y35  H10e",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Fpp6
Spiddal Medical Centre,"River Road, Spiddal, Galway, H91  Fpp6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 R159
Springfield Medical Centre,"109 Alderwood Avenue, Tallaght, Dublin, D24  R159",Location And Directions - Google Maps,Https://Maps.app.goo.gl/1vbigh6am3bhohxb9
Springside Medical,"Dungarvan Community Hospital Campus, Dungarvan, Waterford, X35  X236",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Y7yh
Stanford Clinic,"Unit 6/7 Steamboat Quay, Dock Road, Limerick, Limerick, V94  Y7yh",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N39 P9d6
Station Medical Centre,"Earl Street, Longford, Longford, N39  P9d6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D14 T2p8
St Endas Family Practice,"5 Saint Enda's Drive, Rathfarnham, Dublin, D14  T2p8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D18 Tw61
Stepaside Medical Centre,"The Village, Enniskerry Road, Stepaside Village, Dublin, D18  Tw61",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A94 Tr90
Stillorgan Medical Centre,"22 Stillorgan Plaza, Lower Kilmacud Road, Stillorgan, Dublin, A94  Tr90",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D6w Af86
St Judes Family Practice,"69a Orwell Park Rise, Templeogue, Dublin, D6w  Af86",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D07 R152
Stoneybatter Family Practice,"66 Manor Street, Stoneybatter, Dublin, D07  R152",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 0x34
St. Patricks Walk In Medical Centre,"3 Courtfields, Gouldavoher, Raheen, Limerick, V94  0x34",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 F5ne
St Philomena's,"Saint Philomena's, 1 Marian Park, Waterford City, Waterford, X91  F5ne",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R32 Vwh7
Stradbally Medical Practice,"Court Square, Stradbally, Laois, R32  Vwh7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F91 Rwk7
Strandhill Surgery,"Shore Road, Strandhill, Sligo, F91  Rwk7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A92 He2p
Strand Medical Centre,"Block G1 Croi Nua, Bettystown, Meath, A92  He2p",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F93 D9hh
Stranorlar Primary Care Centre,"Pound Street, Stranorlar, Donegal, F93  D9hh",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D02 E425
Suffolk Street Surgery,"107 Grafton Street, Dublin, D02  E425",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E91 H0x2
Suirside Medical Centre,"The Gables, Old Waterford Road, Clonmel, Tipperary, E91  H0x2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P12 F579
Sullane Family Practice,"Unit 7, Fair Green Plaza, Macroom, Cork, P12  F579",Location And Directions - Google Maps,Https://Maps.app.goo.gl/T6hv3w5rphzvbuv56
Summerhill Family Practice,"46-65 Summerhill, Summerhill, Dublin, D01  T6c2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A83 V252
Summerhill Medical Centre,"Summerhill Primary Care Centre, New Road, Summerhill, Meath, A83  V252",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D12 Ar22
Sundrive Medical Centre,"36 Sundrive Road, Kimmage, Dublin, D12  Ar22",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V93 Dk44
Sunhill Medical Practice,"School Road, Killorglin, Kerry, V93  Dk44",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y35 T3yv
Sunnyside Medical Centre,"Saint Joseph's, Waterloo Road, Wexford Town, Wexford, Y35  T3yv",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D13 H582
Sutton Clinic,"31 Howth Road, Sutton, Dublin, D13  H582",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D13 A6c8
Sutton Cross Medical Centre,"Sutton Centre, Sutton Cross, Dublin, D13  A6c8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D13 H9h6
Sutton Surgery,"Saint Margaret's, Greenfield Road, Sutton, Dublin, D13  H9h6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F26 N9v9
Swanick Family Practice,"Church Road, Belmullet, Mayo, F26  N9v9",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Fn6g4nesscxgmkie9
Swanlinbar Health Centre,"Creamery Road, Gortacashel, Swanlinbar, Cavan, H14  Hc58",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H18 Pw58
Swan Park Surgery,"The Diamond, Rúscaigh, Monaghan, H18  Pw58",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 K5kc
Swiftbrook Medical Centre,"Tlc Centre, Fortunestown Lane, Citywest, Dublin, D24  K5kc",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F12 Ft72
Swinford Medical Centre,"Davitt Place, Swinford, Mayo, F12  Ft72",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K67 F6e4
Swords Family Practice,"28 Brackenstown Village, Swords, Dublin, K67  F6e4",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K67 Y7c1
Swords Family Practice,"Castle Shopping Centre, Bridge Street, Swords, Dublin, K67  Y7c1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D09 E735
Swords Road Medical Practice,"250 Swords Road, Santry, Dublin, D09  E735",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y35 H9wc
Taghmon Health Centre,"Taghmon, Wexford, Y35  H9wc",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y35 Dk46
Tagoat Medical Centre,"Rossmore, Milltown, Tagoat, Wexford, Y35  Dk46",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D01 P620
Talbot Street Medical Centre,"Talbot Mall, Talbot Street, Dublin, D01  P620",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24  Tp8n
Tallaght Medical Centre Castletymon,"Castletymon Shopping Centre, Tymon Road, Tallaght, Dublin, D24   Tp8n",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Uptfef6jfxzkb8qa6
Tallaght Medical Centre Killinarden,"Killinarden Heights, Tallaght, Dublin, D24  Yx96",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 X6nw
Tallaght Medical Centre Kilnamanagh,"19 Redwood View, Kilnamanagh, Tallaght, Dublin, D24  X6nw",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 F4wd
Tallaght Medical Centre Kingswood,"64 The Park, Kingswood Heights, Kilnamanagh, Dublin, D24  F4wd",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 Xr58
Tallaght Medical Practice,"1 Alderwood Park, Tallaght, Dublin, D24  Xr58",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Wcjbyk7dkyxol4z96
Tallow Health Centre,"Convent Street, Tallow, Wexford, P51  Fx99",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Cm456fumklg6mgbb6
Tamney Dispensary,"Tawny, Letterkenny, Donegal, F92  H261",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W91 C7df
Tara Clinic,"Tara Court, Dublin Road, Naas, Kildare, W91  C7df",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V31 Ew21
Tarbert Medical Centre,"1 Saint Patricks Terrace, Tarbert, Kerry, V31  Ew21",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K36 Y622
Temenos Medical Centre,"Townyard House, Townyard Lane, Malahide, Dublin, K36  Y622",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E41 P5k2
Templemore Medical Centre,"Bank Street, Templemore, Tipperary, E41  P5k2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D6w Wn53
Templeogue Village Medical,"184 Templeogue Road, Templeogue, Dublin, D6w  Wn53",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D6w Hf84
Terenure General Medical Clinic,"9 Rathmore Villas, Rathfranham, Dublin, D6w  Hf84",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D06 W5a2
Terenure Medical,"84a Terenure Road East, Rathfarnham, Dublin, D06  W5a2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V95 D60v
The Abbey Medical Centre,"Westgate Business Park, Kilrush Road, Ennis, Clare, V95  D60v",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 56t7
The Adare Clinic,"Unit 2 Harvey's Quay, Limerick, Limerick, V94  56t7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D02 H337
The Adelaide Clinic,"56 Adelaide Road, Dublin, D02  H337",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V92 H9kv
The Ashe Street Clinic,"36 Ashe Street, Tralee, Kerry, V92  H9kv",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N39 Y6c9
The Atrium Medical Practice,"1 College Park, Longford, Longford, N39  Y6c9",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Vktlxvpphcfy1hg99
The Avenue Clinic,"Church Street, Tullamore, Offaly, R35  K1w4",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D05 Ve03
The Avenue Family Practice,"59 Collins Avenue East, Clontarf West, Dublin, D05  Ve03",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y21 Ay61
The Ballagh Health Centre,"The Ballagh, Enniscorthy, Wexford, Y21  Ay61",Location And Directions - Google Maps,Https://Maps.app.goo.gl/6ttnd5kpzzsa2tmv8
The Barrowview Medical Practice,"Dublin Road, Athy, Kildare, R14  Dx94",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D07 R6dd
The Berkeley Clinic,"4 Berkeley Street, Phibsborough, Dublin, D07  R6dd",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 A362
The Blanchardstown Centre Surgery,"Unit 331, The Blanchardstown Centre, Blanchardstown, Dublin, D15  A362",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W12 Hp52
The Bridge Medical Centre,"Unit 16a, Newbridge Retail Park, Newbridge, Kildare, W12  Hp52",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 H5hk
The Broadale Medical Centre,"Broadale, Maryborough Hill, Cork, T12  H5hk",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D06 C9x5
The Cambridge Clinic,"5 Cambridge Villas, Rathmines, Dublin, D06  C9x5",Location And Directions - Google Maps,Https://Maps.app.goo.gl/4bdgp2qogjertpwja
The Carlton Clinic,"Killarney Road, Killarney Road, Wicklow, A98  Kw13",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R32 D5xp
The Cedar Clinic,"Mountmellick Road, Portlaoise, Laois, R32  D5xp",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F45 Y099
The Clinic,"The Clinic, Pound Street, Ballaghaderreen, Roscommon, F45  Y099",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Xe29
The Clinic,"18/19 Parnell Street, Limerick, Limerick, V94  Xe29",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 Xf7a
The Coady Surgery,"1 Old Bawn Way, Tallaght, Dublin, D24  Xf7a",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P51 K650
The Cork Road Clinic,"Mallow Primary Healthcare Centre, Goulds Hill, Mallow, Cork, P51  K650",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A82 D2x0
The Cottage Surgery,"New Road, Bailieborough, Cavan, A82  D2x0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y35 Pn82
The Curran Medical Centre,"113 The Faythe, Wexford Town, Wexford, Y35  Pn82",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D02 Fe06
The D2 Medical Centre,"4 Fitzwilliam Square East, Dublin, D02  Fe06",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H16 En24
The Darley Health Centre,"Fairgreen, Cootehill, Cavan, H16  En24",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T45 F292
The Dispensery Medical Centre,"Station Road, Carrigtwohill, Cork, T45  F292",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A63 Fw31
The Doctors Centre,"3 Main Street, Kilcoole, Wicklow, A63  Fw31",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D06 F9p0
The Doctors Clinic,"104 Rathmines Road Lower, Rathmines, Dublin, D06  F9p0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Ry63
The East Clinic,"Thomas Street, Killaloe, Clare, V94  Ry63",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V92 D42h
The Edward Court Clinic,"Edward Court, Edward Street, Tralee, Kerry, V92  D42h",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V95 F2nk
The Elm Medical Centre,"Gort Road Shopping Centre, Gort Road, Ennis, Clare, V95  F2nk",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D16 A2n6
The Family Medicine Centre,"4 Ballyroan Road, Rathfarnham, Dublin, D16  A2n6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y35 Rk61
The Faythe Medical Centre,"Unit 3, 178 The Faythe, Maudlintown, Wexford, Y35  Rk61",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Zxhqe6lv1uefztfi8
The Gables Medical Centre,"Nutgrove Retail Park, Churchtown, Dublin, D14  Nt35",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D02 Vx59
The Gallery Medical Centre,"26 Clare Street, Dublin, D02  Vx59",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P24 Hw13
The Gp Practice,"Canon O’ Leary Place, Cobh, Cork, P24  Hw13",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V95 Wp04
The Green Medical Centre,"Green, Newmarket-On-Fergus, Clare, V95  Wp04",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F94 Nw8c
The Grove Medical Practice,"Ardeskin, Donegal, F94  Nw8c",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W23 Kr22
The Harbour Medical Clinic - Kilcock,"The Harbour, Kilcock, Kildare, W23  Kr22",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y14 Hw02
The Harbour Surgery,"Evans Houses, Harbour Road, Arklow, Wicklow, Y14  Hw02",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Fx26
The Harty Practice,"11 Eugene Drive, Grange, Douglas, Cork, T12  Fx26",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 X3fv
The Harty Practice,"Blackrock Hall Primary Care Centre, Blackrock Avenue, Blackrock, Cork, T12  X3fv",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H65 Rh66
The Health Centre,"Athenry, Galway, H65  Rh66",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N41 T6d7
The Health Centre Invergeal,"Cortober, Carrick-On-Shannon, Roscommon, N41  T6d7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F42 Kh52
The Health Clinic,"Castle Street, Roscommon Town, Roscommon, F42  Kh52",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E32 A384
The Health Clinic,"Town Wall, Carrick-On-Suir, Tipperary, E32  A384",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 Tc6x
The Healthwell Clinic,"Raheen, Weaver's Row, Clonsilla Road, Dublin, D15  Tc6x",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Yr1x
The Heights Medical Centre,"Castlelawn Shopping Centre, Coolough Road, Galway City, Galway, H91  Yr1x",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y35 Ef85
The Hooper Medical Centre,"Rathaspeck, Wexford, Y35  Ef85",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D12 Wr53
The Iveagh Medical Clinic,"235 Crumlin Road, Crumlin, Dublin, D12  Wr53",Location And Directions - Google Maps,Https://Maps.app.goo.gl/
The Keogh Practice,"27 Ballybricken, Waterford City, Waterford, X91  Vye9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 C7rf
The Keogh Practice,"Unit 3 Cellar Court, Ferrybank, Waterford, X91  C7rf",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A91 Cvk6
The Laurels Health Centre,"Primary Care Centre, 1 The Laurels, Dundalk, Louth, A91  Cvk6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P51 Tk53
The Laurels Surgery,"The Laurels, Castlepark, Mallow, Cork, P51  Tk53",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W23 Fw77
The Leinster Clinic,"Dún Sion, Kilcock Road, Maynooth, Kildare, W23  Fw77",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Qumrpjfcgmjru6ml6
The Mall Family Practice,"Barrack Street, Sligo Town, Sligo, F91  Y8ek",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A84 Kv18
The Maple Clinic,"Dublin Road, Ashbourne, Meath, A84  Kv18",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D22 T9n6
The Medical And Laser Clinic,"Newcastle Shopping Centre, Main Street, Newcastle, Dublin, D22  T9n6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D05 C9n4
The Medical Centre,"16 Maypark, Malahide Road, Beaumont, Dublin, D05  C9n4",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Ntzwjkduwoaky6wg9
The Medical Centre,"Mallow Business Park, Goulds Hill, Mallow, Cork, P51  Y8ec",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T23 E06c
The Medical Centre,"Ashdale House, Shean Lower, Blarney, Cork, T23  E06c",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P36 Tk28
The Medical Centre,"Grattan Street, Youghal, Cork, P36  Tk28",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R56 Nv26
The Medical Centre,"Main Street, Kilcullen, Kildare, R56  Nv26",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V95 X0wx
The Medical Centre,"Ennistymon Road, Lahinch, Clare, V95  X0wx",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K78 Yd79
The Medical Centre,"Lucan Shopping Centre, Newcastle Road, Lucan, Kildare, K78  Yd79",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R45 Vw54
